Title,imdbID,Actor1,Actor2,Actors-3,Director,Actor1_Rev,Actor2_Rev,Year,YT_Count,YT_Likes,YT_Dislike,IMDBVotes,imdbRating,Budget,Revenue,Rated,Released,Genre,,
Analyze That,tt0289848,Robert De Niro, Billy Crystal, Lisa Kudrow,Harold Ramis,64962645,99925140,2002,237678,394,14,71450,5.9,60000000,54994757,R,6-Dec-02,Comedy, Crime,
Mercury Rising,tt0120749,Bruce Willis, Alec Baldwin, Miko Hughes,Harold Becker,55956848,5792276,1998,198208,265,16,55889,6.1,60000000,32983332,R,3-Apr-98,Action, Crime, Drama
The Soloist,tt0821642,Jamie Foxx, Robert Downey Jr., Catherine Keener,Joe Wright,133746607,362607942,2009,221680,41,7,45143,6.7,60000000,38389024,PG-13,24-Apr-09,Biography, Drama, Music
The Legend of Bagger Vance,tt0146984,Will Smith, Matt Damon, Charlize Theron,Robert Redford,218238397,136623867,2000,493497,407,8,46814,6.7,60000000,39235486,PG-13,3-Nov-00,Drama, Fantasy, Sport
xXx: State of the Union,tt0329774,Willem Dafoe, Samuel L. Jackson, Ice Cube,Lee Tamahori,95577742,49706392,2005,1442616,1872,108,55158,4.3,87000000,71073932,PG-13,29-Apr-05,Action, Adventure, Crime
Priest,tt0822847,Paul Bettany, Karl Urban, Cam Gigandet,Scott Stewart,264405066,74334656,2011,5246236,13473,1334,99688,5.7,60000000,29100000,PG-13,13-May-11,Action, Fantasy, Horror
The Avengers,tt0848228,Robert Downey Jr., Chris Evans, Mark Ruffalo,Joss Whedon,362607942,332441346,2012,148923848,740537,19643,1037900,8.1,220000000,1519479547,PG-13,4-May-12,Action, Sci-Fi,
Holy Man,tt0120701,Eddie Murphy, Jeff Goldblum, Kelly Preston,Stephen Herek,117777459,48718288,1998,142781,29,5,16779,4.9,60000000,12069719,PG,9-Oct-98,Comedy, Drama,
The Internship,tt2234155,Vince Vaughn, Owen Wilson, Rose Byrne,Shawn Levy,60879424,20660375,2013,5676136,12918,686,164481,6.3,58000000,93672764,PG-13,7-Jun-13,Comedy,,
Red Tails,tt0485985,Terrence Howard, Cuba Gooding Jr., Nate Parker,Anthony Hemingway,16265203,9373570,2012,9351375,23506,1865,29514,5.9,58000000,50365498,PG-13,20-Jan-12,Action, Adventure, Drama
Thats My Boy,tt1232200,Adam Sandler, Andy Samberg, Leighton Meester,Sean Anders,68354637,13158901,2012,6972880,16622,2073,73478,5.6,70000000,36900000,R,15-Jun-12,Comedy, Drama,
Alvin and the Chipmunks,tt0952640,Jason Lee, David Cross, Cameron Richardson,Tim Hill,43522723,195533,2007,5038282,17346,3941,59728,5.2,60000000,362605033,PG,14-Dec-07,Animation, Comedy, Family
Crimson Tide,tt0112740,Denzel Washington, Gene Hackman, Matt Craven,Tony Scott,106585059,86959802,1995,8115576,34771,1296,83991,7.3,53000000,159387195,R,12-May-95,Action, Drama, Thriller
The Pursuit of Happyness,tt0454921,Will Smith, Jaden Smith, Thandie Newton,Gabriele Muccino,218238397,114287529,2006,1826229,4609,87,355003,8,55000000,307325633,PG-13,15-Dec-06,Biography, Drama,
Bowfinger,tt0131325,Steve Martin, Eddie Murphy, Heather Graham,Frank Oz,39767901,117777459,1999,143965,261,17,58400,6.4,55000000,98699769,PG-13,13-Aug-99,Comedy,,
Shanghai Noon,tt0184894,Jackie Chan, Owen Wilson, Lucy Liu,Tom Dey,54210376,20660375,2000,236567,23,1,100299,6.6,55000000,71189835,PG-13,26-May-00,Action, Adventure, Comedy
The Ghost and the Darkness,tt0116409,Michael Douglas, Val Kilmer, Tom Wilkinson,Stephen Hopkins,27872684,13903580,1996,532715,625,178,47582,6.8,55000000,38564422,R,11-Oct-96,Adventure, Drama, Horror
Instinct,tt0128278,Anthony Hopkins, Cuba Gooding Jr., Donald Sutherland,Jon Turteltaub,102097638,9373570,1999,6776937,2658,503,27973,6.5,55000000,34105207,R,4-Jun-99,Drama, Thriller,
Chain Reaction,tt0115857,Keanu Reeves, Morgan Freeman, Rachel Weisz,Andrew Davis,9024615,78297584,1996,667145,2137,60,41634,5.6,50000000,60209334,PG-13,2-Aug-96,Action, Drama, Sci-Fi
Black Mass,tt1355683,Johnny Depp, Joel Edgerton, Benedict Cumberbatch,Scott Cooper,104642616,62176645,2015,17084225,50445,2107,132452,6.9,53000000,98837872,R,18-Sep-15,Biography, Crime, Drama
Law Abiding Citizen,tt1197624,Jamie Foxx, Gerard Butler, Colm Meaney,F. Gary Gray,133746607,82109392,2009,3801234,6251,173,226644,7.4,50000000,131159781,R,16-Oct-09,Crime, Drama, Thriller
Catch Me If You Can,tt0264464,Leonardo DiCaprio, Tom Hanks, Christopher Walken,Steven Spielberg,220027943,57619771,2002,1877972,1400,41,572809,8,52000000,355612291,PG-13,25-Dec-02,Biography, Crime, Drama
Robin Hood: Prince of Thieves,tt0102798,Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio,Kevin Reynolds,112100478,78297584,1991,233694,410,28,150522,6.9,48000000,390500000,PG-13,14-Jun-91,Action, Adventure, Drama
Jerry Maguire,tt0116695,Tom Cruise, Cuba Gooding Jr., Ren��e Zellweger,Cameron Crowe,183502020,9373570,1996,520571,93,4,197608,7.3,50000000,274000000,R,13-Dec-96,Comedy, Drama, Romance
Anchorman 2: The Legend Continues,tt1229340,Will Ferrell, Steve Carell, Paul Rudd,Adam McKay,33190637,122063724,2013,7222869,18297,1697,137367,6.3,50000000,76820043,PG-13,18-Dec-13,Comedy,,
Moneyball,tt1210166,Brad Pitt, Jonah Hill, Philip Seymour Hoffman,Bennett Miller,85343206,114847164,2011,452025,628,33,294535,7.6,50000000,111300835,PG-13,23-Sep-11,Biography, Drama, Sport
Shanghai Knights,tt0300471,Jackie Chan, Owen Wilson, Aaron Taylor-Johnson,David Dobkin,54210376,20660375,2003,227495,12,0,84771,6.2,50000000,88316835,PG-13,7-Feb-03,Action, Adventure, Comedy
The Game,tt0119174,Michael Douglas, Sean Penn, Deborah Kara Unger,David Fincher,27872684,42930943,1997,14922017,217946,7104,275330,7.8,50000000,8758154,R,12-Sep-97,Drama, Mystery, Thriller
The Replacements,tt0191397,Keanu Reeves, Gene Hackman, Brooke Langton,Howard Deutch,9024615,86959802,2000,134929,215,9,49744,6.5,50000000,50054511,PG-13,11-Aug-00,Comedy, Sport,
The Judge,tt1872194,Robert Downey Jr., Robert Duvall, Vera Farmiga,David Dobkin,362607942,41881203,2014,6079176,14145,651,144811,7.4,50000000,76119388,R,10-Oct-14,Crime, Drama,
The Life Aquatic with Steve Zissou,tt0362270,Bill Murray, Owen Wilson, Cate Blanchett,Wes Anderson,91776617,20660375,2004,814238,1443,72,145628,7.3,50000000,34806726,R,25-Dec-04,Adventure, Comedy, Drama
Run All Night,tt2199571,Liam Neeson, Ed Harris, Joel Kinnaman,Jaume Collet-Serra,5982169,58415215,2015,8763366,17261,732,81114,6.6,50000000,66961644,R,13-Mar-15,Action, Crime, Drama
Mad City,tt0119592,John Travolta, Dustin Hoffman, Mia Kirshner,Costa-Gavras,58368048,31359653,1997,226032,1198,20,16924,6.2,50000000,10561038,PG-13,7-Nov-97,Crime, Drama, Thriller
Death to Smoochy,tt0266452,Robin Williams, Edward Norton, Catherine Keener,Danny DeVito,43834938,81475107,2002,235280,10,0,35362,6.4,55000000,8374062,R,29-Mar-02,Comedy, Crime, Drama
Three Kings,tt0120188,George Clooney, Mark Wahlberg, Ice Cube,David O. Russell,104329638,144799396,1999,807924,781,56,141660,7.1,48000000,107752036,R,1-Oct-99,Action, Adventure, Comedy
3:10 to Yuma,tt0381849,Russell Crowe, Christian Bale, Logan Lerman,James Mangold,120967406,217742101,2007,279621,325,16,246193,7.7,55000000,53574088,R,7-Sep-07,Adventure, Crime, Drama
The Cable Guy,tt0115798,Jim Carrey, Matthew Broderick, Leslie Mann,Ben Stiller,36465685,23121740,1996,760188,995,64,126526,6,47000000,102825796,PG-13,14-Jun-96,Comedy, Drama, Thriller
Journey to the Center of the Earth,tt0373051,Brendan Fraser, Josh Hutcherson, Anita Briem,Eric Brevig,57219513,132569239,2008,625211,752,76,89856,5.8,45000000,101653320,PG,11-Jul-08,Action, Adventure, Family
The Bucket List,tt0825232,Jack Nicholson, Morgan Freeman, Sean Hayes,Rob Reiner,100178274,78297584,2007,4612529,8999,682,192251,7.4,45000000,174810815,PG-13,11-Jan-08,Adventure, Comedy, Drama
Prisoners,tt1392214,Hugh Jackman, Jake Gyllenhaal, Viola Davis,Denis Villeneuve,87210690,37667610,2013,23874791,172490,3725,422689,8.1,46000000,113402302,R,20-Sep-13,Crime, Drama, Mystery
Changing Lanes,tt0264472,Ben Affleck, Samuel L. Jackson, Kim Staunton,Roger Michell,148995615,49706392,2002,286746,135,15,59172,6.5,45000000,66790248,R,12-Apr-02,Drama, Thriller,
Kicking  Screaming,tt0384642,Will Ferrell, Robert Duvall, Mike Ditka,Jesse Dylan,33190637,41881203,2005,284696,306,19,30837,5.6,45000000,52580895,PG,13-May-05,Comedy, Family, Romance
Argo,tt1024648,Ben Affleck, Bryan Cranston, Alan Arkin,Ben Affleck,148995615,42957951,2012,1285999,2195,329,473162,7.7,44500000,227140757,R,12-Oct-12,Biography, Drama, History
The Fugitive,tt0106977,Harrison Ford, Tommy Lee Jones, Sela Ward,Andrew Davis,184932277,88956281,1993,296834,415,22,220483,7.8,44000000,353715317,PG-13,6-Aug-93,Action, Crime, Drama
Sleepers,tt0117665,Kevin Bacon, Billy Crudup, Robert De Niro,Barry Levinson,10716632,26396617,1996,2145466,9606,465,159283,7.6,44000000,165600852,R,18-Oct-96,Crime, Drama, Thriller
Unleashed,tt0342258,Jet Li, Morgan Freeman, Bob Hoskins,Louis Leterrier,72968389,78297584,2005,1217225,3235,164,87814,7,45000000,49037621,R,13-May-05,Action, Crime, Drama
The Sixth Sense,tt0167404,Bruce Willis, Haley Joel Osment, Toni Collette,M. Night Shyamalan,55956848,4284689,1999,2603012,3704,198,736969,8.1,40000000,672806292,PG-13,6-Aug-99,Drama, Mystery, Thriller
American Hustle,tt1800241,Christian Bale, Bradley Cooper, Amy Adams,David O. Russell,217742101,122792643,2013,10272024,11590,1037,373268,7.3,40000000,257878294,R,20-Dec-13,Crime, Drama,
Lone Survivor,tt1091191,Mark Wahlberg, Taylor Kitsch, Emile Hirsch,Peter Berg,144799396,54459400,2013,19247531,42825,3414,215986,7.6,40000000,149804632,R,10-Jan-14,Action, Biography, Drama
Behind Enemy Lines,tt0159273,Owen Wilson, Gene Hackman, Gabriel Macht,John Moore,20660375,86959802,2001,460713,346,85,89077,6.4,40000000,58767833,PG-13,30-Nov-01,Action, Drama, Thriller
The Prestige,tt0482571,Hugh Jackman, Christian Bale, Michael Caine,Christopher Nolan,87210690,217742101,2006,512465,223,20,892251,8.5,40000000,104407366,PG-13,20-Oct-06,Drama, Mystery, Sci-Fi
Secret Window,tt0363988,Johnny Depp, John Turturro, Maria Bello,David Koepp,104642616,84708677,2004,845730,21,7,152444,6.6,40000000,92111551,PG-13,12-Mar-04,Mystery, Thriller,
The Rainmaker,tt0119978,Matt Damon, Danny DeVito, Claire Danes,Francis Ford Coppola,136623867,21060320,1997,263254,29,5,48344,7.1,40000000,45916769,PG-13,21-Nov-97,Crime, Drama, Thriller
Cirque du Freak: The Vampires Assistant,tt0450405,John C. Reilly, Josh Hutcherson, Chris Massoglia,Paul Weitz,58356831,132569239,2009,1660157,3621,332,36658,5.9,40000000,13838130,PG-13,23-Oct-09,Action, Adventure, Fantasy
The Fast and the Furious,tt0232500,Paul Walker, Vin Diesel, Michelle Rodriguez,Rob Cohen,54654188,108476005,2001,30840857,248561,12476,282637,6.7,38000000,206512310,PG-13,22-Jun-01,Action, Crime, Thriller
The Hangover,tt1119646,Bradley Cooper, Ed Helms, Zach Galifianakis,Todd Phillips,122792643,17053291,2009,14564666,37067,1807,606611,7.8,35000000,465764086,R,5-Jun-09,Comedy,,
Batman,tt0096895,Michael Keaton, Jack Nicholson, Kim Basinger,Tim Burton,136682184,100178274,1989,5268353,49567,1091,280816,7.6,35000000,411348924,PG-13,23-Jun-89,Action, Adventure,
There Be Dragons,tt1316616,Charlie Cox, Wes Bentley, Dougray Scott,Roland Joff��,26207011,68062699,2011,2151186,2498,434,3959,5.9,36000000,4020990,PG-13,25-Mar-11,Biography, Drama, War
The Man in the Iron Mask,tt0120744,Leonardo DiCaprio, Jeremy Irons, John Malkovich,Randall Wallace,220027943,60054917,1998,691185,1163,44,130522,6.5,35000000,56968169,PG-13,13-Mar-98,Action, Adventure,
Radio,tt0316465,Cuba Gooding Jr., Ed Harris, Alfre Woodard,Michael Tollin,9373570,58415215,2003,3211442,32587,861,33013,6.9,35000000,53293628,PG,24-Oct-03,Biography, Drama, Sport
Old Dogs,tt0976238,John Travolta, Robin Williams, Kelly Preston,Walt Becker,58368048,43834938,2009,2495677,2942,358,32054,5.4,35000000,95104304,PG,25-Nov-09,Comedy, Family,
Underworld: Rise of the Lycans,tt0834001,Michael Sheen, Bill Nighy, Rhona Mitra,Patrick Tatopoulos,38133609,12194110,2009,632001,657,39,127958,6.6,35000000,89102315,R,23-Jan-09,Action, Adventure, Fantasy
Heist,tt0252503,Gene Hackman, Danny DeVito, Delroy Lindo,David Mamet,86959802,21060320,2015,7637477,7949,493,28610,6.5,19000000,23287872,R,9-Nov-01,Action, Crime, Drama
Hoffa,tt0104427,Jack Nicholson, Danny DeVito, Armand Assante,Danny DeVito,100178274,21060320,1992,217888,323,13,17731,6.6,35000000,28391473,R,25-Dec-92,Biography, Crime, Drama
Concussion,tt3322364,Will Smith, Alec Baldwin, Albert Brooks,Peter Landesman,218238397,5792276,2015,20057220,24372,2346,58575,7.1,35000000,50363790,PG-13,25-Dec-15,Biography, Drama, Sport
Wonder Boys,tt0185014,Michael Douglas, Tobey Maguire, Frances McDormand,Curtis Hanson,27872684,30746754,2000,451340,774,27,55900,7.4,55000000,33422485,R,25-Feb-00,Comedy, Drama,
Broken City,tt1235522,Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones,Allen Hughes,144799396,120967406,2013,1749856,1279,104,65709,6.2,35000000,34480045,R,18-Jan-13,Crime, Drama, Thriller
Flight of the Intruder,tt0099587,Danny Glover, Willem Dafoe, Brad Johnson,John Milius,10535299,95577742,1991,205090,201,9,4987,5.7,35000000,14587732,PG-13,18-Jan-91,Action, Drama, Thriller
The Tree of Life,tt0478304,Brad Pitt, Sean Penn, Jessica Chastain,Terrence Malick,85343206,42930943,2011,1493436,3590,130,140821,6.8,32000000,61721826,PG-13,17-May-11,Drama, Fantasy,
Sabotage,tt1742334,Arnold Schwarzenegger, Sam Worthington, Joe Manganiello,David Ayer,58744440,38715291,2014,4149303,7352,498,49357,5.7,35000000,18376443,R,28-Mar-14,Action, Crime, Drama
Stolen,tt1656186,Nicolas Cage, Josh Lucas, Danny Huston,Simon West,5023915,25580641,2012,4402109,3327,1314,38150,5.5,35000000,17967746,R,6-Sep-12,Action, Crime, Drama
A Few Good Men,tt0104257,Tom Cruise, Jack Nicholson, Demi Moore,Rob Reiner,183502020,100178274,1992,1030726,1119,41,189919,7.6,40000000,236500000,R,11-Dec-92,Drama, Thriller,
Pushing Tin,tt0120797,John Cusack, Billy Bob Thornton, Cate Blanchett,Mike Newell,9379170,44397438,1999,67090,23,0,25327,6,38000000,8408835,R,23-Apr-99,Comedy, Drama, Romance
Elf,tt0319343,Will Ferrell, James Caan, Bob Newhart,Jon Favreau,33190637,1204356,2003,908820,1250,97,158253,6.9,33000000,220236410,PG,7-Nov-03,Comedy, Family, Fantasy
Men of Honor,tt0203019,Robert De Niro, Cuba Gooding Jr., Charlize Theron,George Tillman Jr.,64962645,9373570,2000,249531,789,19,91785,7.2,32000000,82339483,R,10-Nov-00,Biography, Drama,
Big Mommas: Like Father Like Son,tt1464174,Martin Lawrence, Brandon T. Jackson, Jessica Lucas,John Whitesell,65098309,14098714,2011,292317,687,41,20650,4.4,32000000,37911876,PG-13,18-Feb-11,Action, Comedy, Crime
The Incredible Burt Wonderstone,tt0790628,Steve Carell, Steve Buscemi, Olivia Wilde,Don Scardino,122063724,3541611,2013,2028231,4620,171,62380,5.9,30000000,27392609,PG-13,15-Mar-13,Comedy,,
Criminal,tt3014866,Kevin Costner, Gary Oldman, Tommy Lee Jones,Ariel Vromen,112100478,152878928,2016,8354607,19681,742,36256,6.3,31500000,36131497,R,15-Apr-16,Action, Crime, Drama
Ghostbusters,tt0087332,Bill Murray, Dan Aykroyd, Sigourney Weaver,Ivan Reitman,91776617,75627836,2016,47935163,333853,1132227,285775,7.8,144000000,229034050,PG,8-Jun-84,Action, Adventure, Comedy
Get Shorty,tt0113161,John Travolta, Gene Hackman, Rene Russo,Barry Sonnenfeld,58368048,86959802,1995,168473,222,10,64564,6.9,30250000,115021008,R,20-Oct-95,Comedy, Crime, Thriller
Toy Story,tt0114709,Tom Hanks, Tim Allen, Don Rickles,John Lasseter,57619771,15245929,1995,8788185,5756,2088,659999,8.3,30000000,364545516,G,22-Nov-95,Animation, Adventure, Comedy
Extraordinary Measures,tt1244659,Brendan Fraser, Harrison Ford, Keri Russell,Tom Vaughan,57219513,184932277,2010,452390,765,48,14608,6.5,31000000,15826984,PG,22-Jan-10,Drama,,
Mystic River,tt0327056,Sean Penn, Tim Robbins, Kevin Bacon,Clint Eastwood,42930943,2913989,2003,278190,353,30,351200,8,25000000,156822020,R,15-Oct-03,Crime, Drama, Mystery
Analyze This,tt0122933,Robert De Niro, Billy Crystal, Lisa Kudrow,Harold Ramis,64962645,99925140,1999,76853,168,6,126882,6.7,30000000,176885658,R,5-Mar-99,Comedy, Crime,
Legends of the Fall,tt0110322,Brad Pitt, Anthony Hopkins, Aidan Quinn,Edward Zwick,85343206,102097638,1994,1682928,1811,87,117390,7.5,30000000,160502573,R,13-Jan-95,Drama, Romance, War
Looper,tt1276104,Joseph Gordon-Levitt, Bruce Willis, Emily Blunt,Rian Johnson,152842629,55956848,2012,8134869,14796,590,446221,7.4,30000000,170466405,R,28-Sep-12,Action, Crime, Drama
The Nut Job,tt1821658,Will Arnett, Brendan Fraser, Liam Neeson,Peter Lepeniotis,116056753,57219513,2014,5790830,6165,1148,20767,5.8,42000000,122529966,PG,17-Jan-14,Animation, Adventure, Comedy
Secondhand Lions,tt0327137,Michael Caine, Robert Duvall, Haley Joel Osment,Tim McCanlies,239839671,41881203,2003,165786,153,4,44517,7.6,30000000,47902566,PG,19-Sep-03,Comedy, Drama, Family
Whats the Worst That Could Happen,tt0161083,Martin Lawrence, Danny DeVito, John Leguizamo,Sam Weisman,65098309,21060320,2001,180526,178,13,12798,5.5,45000000,31090224,PG-13,1-Jun-01,Comedy, Crime,
Pride and Glory,tt0482572,Colin Farrell, Edward Norton, Jon Voight,Gavin O'Connor,93196236,81475107,2008,1747366,1226,80,54186,6.7,30000000,43440721,R,24-Oct-08,Crime, Drama, Thriller
The Imaginarium of Doctor Parnassus,tt1054606,Andrew Garfield, Christopher Plummer, Richard Riddell,Terry Gilliam,33468578,7077825,2009,887214,2558,72,129459,6.8,40000000,64352607,PG-13,8-Jan-10,Adventure, Fantasy, Mystery
Runner Runner,tt2364841,Justin Timberlake, Ben Affleck, Gemma Arterton,Brad Furman,85437510,148995615,2013,10769849,38322,1123,53566,5.6,30000000,60512680,R,4-Oct-13,Crime, Thriller,
Glory,tt0097441,Matthew Broderick, Denzel Washington, Cary Elwes,Edward Zwick,23121740,106585059,1989,550055,730,30,105022,7.9,18000000,3560,R,16-Feb-90,Biography, Drama, History
United Passions,tt2814362,Tim Roth, Sam Neill, Fisher Stevens,Fr��d��ric Auburtin,17114323,7443792,2014,1603673,5231,859,3454,2.1,24000000,168832,NOT RATED,19-Jun-14,Drama, History, Sport
Role Models,tt0430922,Seann William Scott, Paul Rudd, Christopher Mintz-Plasse,David Wain,151234685,98867410,2008,1166214,1433,60,199218,6.9,28000000,94500826,R,7-Nov-08,Comedy,,
Last Vegas,tt1204975,Michael Douglas, Robert De Niro, Morgan Freeman,Jon Turteltaub,27872684,64962645,2013,2608546,5387,320,111366,6.6,28000000,112914167,PG-13,1-Nov-13,Comedy,,
Welcome Home Roscoe Jenkins,tt0494652,Martin Lawrence, James Earl Jones, Margaret Avery,Malcolm D. Lee,65098309,61310755,2008,158285,189,13,11089,5.3,35000000,42168445,PG-13,8-Feb-08,Comedy, Romance,
The Jungle Book,tt3040964,Neel Sethi, Bill Murray, Ben Kingsley,Jon Favreau,481950561,91776617,2016,44074897,151906,7355,185876,7.5,175000000,963901123,PG,15-Apr-16,Adventure, Drama, Family
Lucky Number Slevin,tt0425210,Josh Hartnett, Bruce Willis, Lucy Liu,Paul McGuigan,45718,55956848,2006,1025772,1152,67,269706,7.8,27000000,55495466,R,7-Apr-06,Crime, Drama, Mystery
What Just Happened,tt0486674,Robert De Niro, Sean Penn, Catherine Keener,Barry Levinson,64962645,42930943,2008,300646,206,14,24167,5.7,25000000,2412123,R,31-Oct-08,Comedy, Drama,
Open Range,tt0316356,Robert Duvall, Kevin Costner, Annette Bening,Kevin Costner,41881203,112100478,2003,363798,374,27,55781,7.5,22000000,68613992,R,15-Aug-03,Drama, Romance, Western
Legion,tt1038686,Paul Bettany, Lucas Black, Tyrese Gibson,Scott Stewart,264405066,39317834,2010,6119034,31073,1329,83386,5.2,26000000,67647574,R,22-Jan-10,Action, Fantasy, Horror
Pain  Gain,tt1980209,Mark Wahlberg, Dwayne Johnson, Anthony Mackie,Michael Bay,144799396,65769648,2013,19114625,42864,2523,167512,6.5,26000000,49300000,R,26-Apr-13,Comedy, Crime, Drama
Silverado,tt0090022,Kevin Kline, Scott Glenn, Kevin Costner,Lawrence Kasdan,23392420,77508927,1985,85659,31,2,29207,7.2,26000000,33200000,PG-13,10-Jul-85,Action, Crime, Drama
Brothers,tt0765010,Tobey Maguire, Jake Gyllenhaal, Natalie Portman,Jim Sheridan,30746754,37667610,2009,18259881,73478,5450,91833,7.1,26000000,28501651,R,4-Dec-09,Drama, Thriller, War
Rain Man,tt0095953,Dustin Hoffman, Tom Cruise, Valeria Golino,Barry Levinson,31359653,183502020,1988,1123550,2011,67,397166,8,25000000,412800000,R,16-Dec-88,Drama,,
Nothing to Lose,tt0119807,Martin Lawrence, Tim Robbins, John C. McGinley,Steve Oedekerk,65098309,2913989,1997,556695,466,21,37281,6.7,25000000,64594061,R,18-Jul-97,Action, Adventure, Comedy
The Shawshank Redemption,tt0111161,Tim Robbins, Morgan Freeman, Bob Gunton,Frank Darabont,2913989,78297584,1994,923629,1369,71,1786262,9.3,25000000,28307092,R,14-Oct-94,Crime, Drama,
Warrior,tt1291584,Joel Edgerton, Tom Hardy, Nick Nolte,Gavin O'Connor,62176645,131643068,2011,4919459,10042,489,351191,8.2,25000000,24215385,PG-13,9-Sep-11,Action, Drama, Sport
Point Break,tt0102685,Patrick Swayze, Keanu Reeves, Gary Busey,Kathryn Bigelow,1635389,9024615,2015,22929170,48705,14184,118049,7.2,105000000,128131571,R,12-Jul-91,Action, Crime, Drama
The Men Who Stare at Goats,tt1234548,George Clooney, Ewan McGregor, Jeff Bridges,Grant Heslov,104329638,152579280,2009,2277594,4464,592,112131,6.2,25000000,67348218,R,6-Nov-09,Comedy, War,
Joy Ride,tt0206314,Steve Zahn, Paul Walker, Leelee Sobieski,John Dahl,41882872,54654188,2001,1180814,1229,272,54936,6.6,23000000,21973182,R,5-Oct-01,Mystery, Thriller,
Delivery Man,tt2387559,Vince Vaughn, Chris Pratt, Cobie Smulders,Ken Scott,60879424,230628981,2013,3588893,8898,443,62610,6.4,26000000,70536870,PG-13,22-Nov-13,Comedy, Drama,
Saving Silverman,tt0239948,Steve Zahn, Jack Black, Jason Biggs,Dennis Dugan,41882872,18400291,2001,375624,547,15,34049,5.9,22000000,25873142,PG-13,9-Feb-01,Comedy, Crime, Romance
Stone,tt1423995,Robert De Niro, Edward Norton, Milla Jovovich,John Curran,64962645,81475107,2010,7337154,5785,435,35797,5.4,22000000,4065020,R,22-Oct-10,Drama, Thriller,
Arlington Road,tt0137363,Jeff Bridges, Tim Robbins, Joan Cusack,Mark Pellington,101324047,2913989,1999,123072,150,11,71792,7.2,21500000,24419219,R,9-Jul-99,Crime, Drama, Thriller
Moonlight Mile,tt0179098,Jake Gyllenhaal, Dustin Hoffman, Susan Sarandon,Brad Silberling,37667610,31359653,2002,43041,60,0,12261,6.7,21000000,6830957,PG-13,4-Oct-02,Drama, Romance,
The Jungle Book 2,tt0283426,John Goodman, Haley Joel Osment, Mae Whitman,Steve Trenbirth,112889565,4284689,2003,9694178,16590,2276,12208,5.4,20000000,47840957,G,14-Feb-03,Animation, Adventure, Family
Conan the Barbarian,tt0082198,Arnold Schwarzenegger, James Earl Jones, Max von Sydow,John Milius,58744440,61310755,1982,10585481,3141,1956,116809,6.9,20000000,63356133,R,14-May-82,Adventure, Fantasy,
Spotlight,tt1895587,Mark Ruffalo, Michael Keaton, Rachel McAdams,Tom McCarthy,224670158,136682184,2015,2478245,7888,559,258883,8.1,20000000,92217729,R,20-Nov-15,Crime, Drama, History
Milk,tt1013753,Sean Penn, Emile Hirsch, Josh Brolin,Gus Van Sant,42930943,23474862,2008,217662,292,49,141972,7.6,20000000,57293371,R,30-Jan-09,Biography, Drama, History
The Quiet American,tt0258068,Michael Caine, Brendan Fraser, Do Thi Hai Yen,Phillip Noyce,239839671,57219513,2002,60036,71,7,24363,7.1,30000000,26348203,R,7-Mar-03,Drama, Mystery, Romance
The Weather Man,tt0384680,Nicolas Cage, Michael Caine, Hope Davis,Gore Verbinski,5023915,239839671,2005,292625,311,21,70422,6.6,22000000,15466961,R,28-Oct-05,Comedy, Drama,
Death Sentence,tt0804461,Kevin Bacon, Garrett Hedlund, Kelly Preston,James Wan,10716632,79943701,2007,462280,795,27,61117,6.8,20000000,16907831,R,31-Aug-07,Action, Crime, Thriller
Princess Mononoke,tt0119698,Billy Crudup, Billy Bob Thornton, Minnie Driver,Hayao Miyazaki,26396617,44397438,1997,1896767,7796,207,239210,8.4,2400000000,150350000,PG-13,12-Jul-97,Animation, Adventure, Fantasy
The Yards,tt0138946,Mark Wahlberg, Joaquin Phoenix, Charlize Theron,James Gray,144799396,60754126,2000,41762,47,4,16601,6.4,24000000,2282710,R,27-Oct-00,Crime, Drama, Romance
The Game of Their Lives,tt0354595,Gerard Butler, Wes Bentley, Jay Rodan,David Anspaugh,82109392,68062699,2005,74283,46,1,2691,6.2,20000000,375474,PG,22-Apr-05,Drama, History, Sport
The Bounty,tt0086993,Mel Gibson, Anthony Hopkins, Laurence Olivier,Roger Donaldson,49068174,102097638,1984,1535254,2509,475,18793,7,25000000,8613462,PG,4-May-84,Action, Adventure, Drama
Glory,tt0097441,Matthew Broderick, Denzel Washington, Cary Elwes,Edward Zwick,23121740,106585059,1989,550073,730,30,105022,7.9,18000000,3560,R,16-Feb-90,Biography, Drama, History
The Tailor of Panama,tt0236784,Pierce Brosnan, Geoffrey Rush, Jamie Lee Curtis,John Boorman,5864146,152387163,2001,87096,65,2,24467,6.1,18000000,13123070,R,30-Mar-01,Comedy, Drama, Thriller
Superbad,tt0829482,Jonah Hill, Michael Cera, Christopher Mintz-Plasse,Greg Mottola,114847164,10332844,2007,2515920,3635,136,438087,7.6,20000000,169955142,R,17-Aug-07,Comedy,,
Hitman,tt0465494,Timothy Olyphant, Dougray Scott, Olga Kurylenko,Xavier Gens,42696218,6451401,2007,3358594,6643,358,144038,6.3,24000000,99135571,R,21-Nov-07,Action, Crime, Drama
TRON: Legacy,tt1104001,Jeff Bridges, Garrett Hedlund, Olivia Wilde,Joseph Kosinski,101324047,79943701,2010,15416629,29028,1100,271531,6.8,170000000,397562763,PG,17-Dec-10,Action, Adventure, Sci-Fi
