Malibu's Most Wanted,Blair Underwood
Anywhere But Here,Ray Baker
Unfaithful,Myra Lucretia Taylor
The Age of Adaline,Kathy Baker
Harry Potter and the Order of the Phoenix,Kathryn Hunter
Jumping the Broom,Meagan Good
Safe Men,Michael Schmidt
The Adventures of Rocky & Bullwinkle,Robert De Niro
Valkyrie,Carice van Houten
Fight Club,Richmond Arquette
The Secret Life of Walter Mitty,Terence Bernie Hines
Holes,Khleo Thomas
The Other Boleyn Girl,Mark Rylance
Cop Land,Peter Berg
Peggy Sue Got Married,Joan Allen
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Persi Diaconis
Stolen Summer,Lisa Dodson
Thirteen,Brady Corbet
Groove,Dmitri Ponce
Lord of War,Jean-Pierre Nshanian
Vantage Point,"Forest Whitaker,Bruce McGill"
Flags of Our Fathers,John Slattery
Semi-Pro,"Maura Tierney,Andrew Daly"
Hackers,Laurence Mason
Philadelphia,Karen Finley
Ex Machina,Sonoya Mizuno
Bamboozled,Michael Rapaport
Underworld: Rise of the Lycans,Kevin Grevioux
Deep Rising,Wes Studi
Wymyk,Anna Tomaszewska
Grosse Pointe Blank,Joan Cusack
Beyond Borders,Noah Emmerich
Speed,Jeff Daniels
Never Back Down,Leslie Hope
Serenity,Adam Baldwin
Gone Girl,Carrie Coon
Joe Dirt,Christopher Walken
Martin Lawrence Live: Runteldat,Renato Powell
Bacheha-Ye aseman,Fereshte Sarabandi
The Cure,Andrew Broder
Holy Man,Jon Cryer
Life or Something Like It,James Gammon
August: Osage County,Margo Martindale
Undercover Brother,Dave Chappelle
Pieces of April,John Gallagher Jr.
Beverly Hills Cop II,"Ronny Cox,John Ashton"
Faithful,Amber Smith
We Are Your Friends,Shiloh Fernandez
Newlyweds,"Caitlin FitzGerald,Johnny Solo"
Serial Mom,Scott Morgan
The Man Who Knew Too Little,Richard Wilson
The Lovely Bones,"Stanley Tucci,Michael Imperioli"
The Merchant of Venice,Zuleikha Robinson
When the Game Stands Tall,Laura Dern
Saving Mr. Banks,Ruth Wilson
Antwone Fisher,Joy Bryant
Traffic,Tomas Milian
Martian Child,Joan Cusack
London to Brighton,Sam Spruell
3000 Miles to Graceland,Kevin Pollak
The Kids Are All Right,Josh Hutcherson
Feardotcom,Amelia Curtis
Runner Runner,Michael Esper
The Mummy Returns,Oded Fehr
Paycheck,Colm Feore
Monkeybone,Giancarlo Esposito
Flashdance,Kyle T. Heffner
Layer Cake,Burn Gorman
The SpongeBob SquarePants Movie,Mr. Lawrence
United Passions,"Fisher Stevens,Thomas Kretschmann"
The Conjuring,Shanley Caswell
Robin and Marian,Nicol Williamson
Silmido,Seong-jin Kang
World Trade Center,Alexa Gerasimovich
New Nightmare,Rob LaBelle
The Bone Collector,Michael McGlone
The Vatican Tapes,"Dougray Scott,Peter Andersson"
El secreto de sus ojos,"Pablo Rago,Javier Godino"
Made of Honor,Chris Messina
The Conjuring 2,Lauren Esposito
D-Tox,Mif
The Beach,Guillaume Canet
Something Borrowed,Steve Howey
Beyond the Lights,Danny Glover
Repo! The Genetic Opera,Paris Hilton
Tootsie,Charles Durning
Simon Birch,Dana Ivey
Split Second,Alun Armstrong
The Cabin in the Woods,Jesse Williams
Miss March,Craig Robinson
A Better Life,"Eddie 'Piolin' Sotelo,Nancy Lenehan"
Friends with Benefits,Bryan Greenberg
Saw,Dina Meyer
The Canyons,Tenille Houston
The Waterboy,Jerry Reed
Deep Impact,"Vanessa Redgrave,Morgan Freeman"
The International,"Armin Mueller-Stahl,Ulrich Thomsen"
Night at the Museum: Battle of the Smithsonian,Robin Williams
In Dreams,Paul Guilfoyle
San guo zhi jian long xie jia,Andy On
See Spot Run,Angus T. Jones
Tsotsi,Zenzo Ngqobe
School for Scoundrels,Sarah Silverman
Little Boy,Michael Rapaport
Lucky Number Slevin,"Morgan Freeman,Ben Kingsley"
A Dangerous Method,Sarah Gadon
Atlas Shrugged II: The Strike,Rebecca Dunn
Superman III,Annette O'Toole
Rollerball,Naveen Andrews
Jersey Boys,Kathrine Narducci
Sorority Boys,Tony Denman
Mama,"Megan Charpentier,Daniel Kash"
Love Ranch,Taryn Manning
From Russia with Love,"Lotte Lenya,Robert Shaw"
The Hustler,Myron McCormick
The Haunted Mansion,Jennifer Tilly
Star Trek: Insurrection,Michael Dorn
The Benchwarmers,Craig Kilborn
Nanjing! Nanjing!,Yiyan Jiang
Control,James Anthony Pearson
Snake Eyes,Stan Shaw
Incident at Loch Ness,David A. Davidson
Swept Away,Jeanne Tripplehorn
The Borrowers,Flora Newbigin
Memoirs of an Invisible Man,Stephen Tobolowsky
The White Countess,John Wood
End of the Spear,Chase Ellison
Blood Work,Tina Lifford
Freedom,Terrence Mann
Garden State,Gary Gilbert
The Weather Man,"Hope Davis,Nicholas Hoult"
This Means War,Chelsea Handler
Get Over It,"Melissa Sagemiller,Shane West"
The Work and the Story,Richard Dutcher
Nim's Island,Mark Brady
Legally Blonde,Victor Garber
Idlewild,"Terrence Howard,Faizon Love"
Spy Game,Larry Bryggman
Are We There Yet?,Jay Mohr
The Iron Lady,Phoebe Waller-Bridge
A Guy Thing,Shawn Hatosy
Crazy Heart,Tom Bower
Departure,"Finbar Lynch,Niamh Cusack"
Nancy Drew,Amy Bruckner
Dead Man Walking,R. Lee Ermey
Dance Flick,Chris Elliott
Heartbreakers,Anne Bancroft
Persepolis,Gabrielle Lopes Benites
Invaders from Mars,Hillary Brooke
Angel Eyes,Sonia Braga
A Lonely Place to Die,Garry Sweeney
Jefferson in Paris,Seth Gilliam
Flightplan,Michael Irby
Jaws,Murray Hamilton
The Greatest Movie Ever Sold,Jimmy Kimmel
The Spiderwick Chronicles,Andrew McCarthy
The Shallows,"Brett Cullen,Sedona Legge"
Crazy in Alabama,Meat Loaf
Yes,Wil Johnson
The Shipping News,Pete Postlethwaite
Happiness,Lara Flynn Boyle
Superman,Jackie Cooper
Straw Dogs,Del Henney
Cheaper by the Dozen,Hilary Duff
Inside Man,Willem Dafoe
Undisputed,Jon Seda
American Beauty,Mena Suvari
Karakter,Tamar van den Dop
Braveheart,Sean McGinley
Wendy and Lucy,Sid Shanley
The Flintstones in Viva Rock Vegas,Joan Collins
The Man in the Iron Mask,"John Malkovich,Gabriel Byrne"
Patriot Games,Thora Birch
Shortbus,Raphael Barker
Kites,"Steven Michael Quezada,Kabir Bedi"
Frida,"Antonio Banderas,Valeria Golino"
The Spectacular Now,Dayo Okeniyi
War,"John Lone,Devon Aoki"
Lady in the Water,Sarita Choudhury
Street Kings,Cedric the Entertainer
Beetlejuice,Hugo Stanger
The Valley of Decision,Preston Foster
Conan the Destroyer,Tracey Walter
Brothers,"Sam Shepard,Mare Winningham"
Iris,Eleanor Bron
Extreme Ops,Heino Ferch
Cars,Cheech Marin
Big Fish,Helena Bonham Carter
Get Shorty,Dennis Farina
The Station Agent,"Jase Blankfort,Josh Pais"
The Last Exorcism,Caleb Landry Jones
I Heart Huckabees,Jude Law
The Spirit,Kimberly Cox
Morning Glory,Jeff Hiller
Middle of Nowhere,Justin Chatwin
Pretty Woman,Laura San Giacomo
Drowning Mona,Casey Affleck
Daddy Day Care,Kevin Nealon
Eye for an Eye,Kiefer Sutherland
Mambo Italiano,Peter Miller
The Lake House,Willeke van Ammelrooy
Wristcutters: A Love Story,Mark Boone Junior
Good Bye Lenin!,Florian Lukas
The Best Man Holiday,Regina Hall
Road Trip,DJ Qualls
Casino,Don Rickles
Under the Rainbow,Robert Donner
The Legend of Bagger Vance,Joel Gretsch
Let Me In,"Cara Buono,Elias Koteas"
Suriyothai,Mai Charoenpura
Midnight in the Garden of Good and Evil,Jude Law
The Second Best Exotic Marigold Hotel,Judi Dench
Pirates of the Caribbean: The Curse of the Black Pearl,Jack Davenport
Spanglish,"Cloris Leachman,Shelbie Bruce"
DOA: Dead or Alive,Natassia Malthe
Man on a Ledge,J. Smith-Cameron
A Time to Kill,Oliver Platt
Midnight Cowboy,Brenda Vaccaro
Everest,Tom Goodman-Hill
Cursed,Daniel Edward Mora
X-Men: The Last Stand,Famke Janssen
College,Wendy Talley
"Me, Myself & Irene","Mongo Brownlee,Jerod Mixon"
Cleopatra,George Cole
Clerks II,Jake Richardson
Tinker Tailor Soldier Spy,Ilona Kassai
Head Over Heels,Sarah Murdoch
The Great Raid,James Carpinello
X-Men: Apocalypse,Oscar Isaac
War of the Worlds,Tim Robbins
Extreme Measures,Bill Nunn
Hits,Derek Waters
The Fugitive,Joe Pantoliano
Once Upon a Time in Mexico,Eva Mendes
Joe,Adriene Mishler
Bogus,"Andrea Martin,Nancy Travis"
Ice Age: The Meltdown,Josh Peck
Prison,Tom Everett
Ying xiong,"Ziyi Zhang,Daoming Chen"
Premonition,Nia Long
Kung Fu Panda,Jackie Chan
Pootie Tang,Robert Vaughn
Panic Room,Jared Leto
The Book Thief,"Julian Lehmann,Gotthard Lange"
Pitch Black,Lewis Fitz-Gerald
Kill List,Emma Fryer
The Bourne Legacy,Donna Murphy
The Transporter Refueled,Tatiana Pajkovic
Megamind,David Cross
An American Carol,Scott Bailey
The Intern,JoJo Kushner
Ice Age,Jack Black
The Curse of the Jade Scorpion,Kaili Vernoff
Soul Survivors,Angela Featherstone
9,"Crispin Glover,Jennifer Connelly"
Elling,"Marit Pia Jacobsen,Per Christensen"
The Help,Jessica Chastain
Courageous,Rusty Martin
The Next Three Days,Remy Nozik
Shine,Alex Rafalowicz
Ace Ventura: Pet Detective,Dan Marino
Taking Woodstock,Kevin Chamberlin
Thumbsucker,Tyler Gannon
Mary Reilly,Kathy Staff
The Addams Family,Elizabeth Wilson
The Tigger Movie,Peter Cullen
Chernobyl Diaries,"Devin Kelley,Jesse McCartney"
The Joneses,Gary Cole
The Longest Yard,Michael Irvin
The Longest Day,Richard Beymer
Stay Alive,Wendell Pierce
The Internship,Max Minghella
Falcon Rising,Laila Ali
The Sting,Ray Walston
The Astronaut Farmer,Logan Polish
"For a Good Time, Call...",Lawrence Mandley
Billy Elliot,Stuart Wells
Tanner Hall,Tom Everett Scott
Akira,Mami Koyama
Critical Care,Albert Brooks
The Number 23,Lynn Collins
The Passion of the Christ,Monica Bellucci
Love Letters,Gladys Cooper
Congo,Grant Heslov
Stardust,Ben Barnes
The Greatest Show on Earth,Gloria Grahame
Meet the Deedles,Dennis Hopper
The Tailor of Panama,Brendan Gleeson
Babe: Pig in the City,Elizabeth Daily
Black November,Mbong Amata
Maze Runner: The Scorch Trials,Dexter Darden
The Saint,Henry Goodman
The Godfather: Part III,Eli Wallach
Thor: The Dark World,Christopher Eccleston
Jin ling shi san chai,Xiting Han
50 First Dates,Lusia Strus
The Legend of Tarzan,"Christoph Waltz,Samuel L. Jackson"
50/50,Anjelica Huston
Aloha,"Bill Murray,John Krasinski"
Predator,Jesse Ventura
Breakfast of Champions,Glenne Headly
Air Bud,Eric Christmas
Bridget Jones: The Edge of Reason,"James Faulkner,Celia Imrie"
Seven Years in Tibet,Danny Denzongpa
Under the Tuscan Sun,Vincent Riotta
The Punisher,Russell Durham Comegys
Raising Victor Vargas,Judy Marte
Sunshine Cleaning,Steve Zahn
On the Line,James Bulliard
Suicide Squad,Christopher Dyson
Final Destination 3,Sam Easton
Men in Black II,Johnny Knoxville
Mr. Popper's Penguins,Madeline Carroll
She Wore a Yellow Ribbon,Harry Carey Jr.
The Family Man,"Jeremy Piven,Saul Rubinek"
Final Destination 5,Jacqueline MacInnes Wood
Head of State,Lynn Whitfield
Green Room,David W. Thompson
Dreaming of Joseph Lees,Felix Billson
City of Angels,Colm Feore
Desert Blue,John Heard
Crank: High Voltage,Julanne Chidi Hill
The Perez Family,Trini Alvarado
Meet Dave,Ed Helms
Ouija,Douglas Smith
Mr. Church,Lucy Fry
Cars 2,Eddie Izzard
The FP,James DeBello
Good Luck Chuck,Caroline Ford
Glory,"Morgan Freeman,Jihmi Kennedy"
Phat Girlz,Joyful Drake
Deep Blue Sea,Michael Rapaport
Saw 3D,Sean Patrick Flanery
Thor,"Tom Hiddleston,Anthony Hopkins"
The Dark Knight Rises,Anne Hathaway
Bad Words,Allison Janney
Clear and Present Danger,Henry Czerny
Deuces Wild,Max Perlich
The Cave,Piper Perabo
Copying Beethoven,Bill Stewart
Phone Booth,Katie Holmes
Exodus: Gods and Kings,"Aaron Paul,Ben Mendelsohn"
Prefontaine,Lindsay Crouse
Big Momma's House 2,Mark Moses
Chocolate: Deep Dark Secrets,Irrfan Khan
Goal!,Jorge Cervera
A Thousand Words,Greg Collins
Sucker Punch,Jamie Chung
MacGruber,Powers Boothe
Torn Curtain,"Lila Kedrova,Tamara Toumanova"
The Collection,Tim Griffin
The Mighty Ducks,Josef Sommer
Warlock: The Armageddon,Steve Kahan
The Replacements,Faizon Love
Mad Max,Tim Burns
Mr. & Mrs. Smith,Kerry Washington
The Land Before Time,Bill Erwin
Striptease,Robert Patrick
Contraband,Mark Wahlberg
The Adventures of Huck Finn,Ron Perlman
Universal Soldier: The Return,Justin Lazard
Shark Night 3D,Joel David Moore
One Hour Photo,Erin Daniels
Judgment at Nuremberg,Maximilian Schell
The Purge: Election Year,Betty Gabriel
The Legend of Hercules,Liam Garrigan
Light Sleeper,Mary Beth Hurt
Gake no ue no Ponyo,"George Tokoro,Yuria Nara"
Out of the Blue,Tandi Wright
Journey to the Center of the Earth,"Anita Briem,Seth Meyers"
The Santa Clause 2,Judge Reinhold
The Imaginarium of Doctor Parnassus,Richard Shanks
Eye of the Dolphin,Katharine Ross
Snatch,"Brad Pitt,Rade Serbedzija"
Meet the Spartans,Diedrich Bader
Clay Pigeons,Vince Vieluf
But I'm a Cheerleader,Mink Stole
The Amazing Spider-Man 2,Colm Feore
Nacho Libre,"Darius Rose,Moises Arias"
Harry Potter and the Sorcerer's Stone,Daniel Radcliffe
American Desi,Kal Penn
Jack and Jill,Rohan Chand
Cirque du Freak: The Vampire's Assistant,Michael Cerveris
Money Monster,Caitriona Balfe
The Oh in Ohio,Paul Rudd
Witless Protection,Omar Dykes
Harsh Times,"Chaka Forman,Tammy Trull"
300,Vincent Regan
The Mongol King,Jenni Garner
Bill,"Jim Howick,Laurence Rickard"
Finding Forrester,Busta Rhymes
The Players Club,Adele Givens
O,"Andrew Keegan,Julia Stiles"
Sense and Sensibility,Emma Thompson
DysFunktional Family,"Matthew Brent,Robert Noble"
Love and Other Catastrophes,Radha Mitchell
Bulworth,Ernie Lee Banks
All the Boys Love Mandy Lane,Edwin Hodge
Hard Ball,Julian Griffith
Chain Letter,Michael Bailey Smith
The Hangover,Heather Graham
Michael Collins,Aidan Quinn
Pathology,Johnny Whitworth
Paranormal Activity 4,Brady Allen
Running with Scissors,Alec Baldwin
Welcome to the Dollhouse,Siri Howard
Jade,Michael Biehn
The Giver,"Brenton Thwaites,Katie Holmes"
Top Gun,Tom Skerritt
The Fast and the Furious,Rick Yune
The Time Traveler's Wife,Katherine Trowell
The Prince of Egypt,Jeff Goldblum
The Contender,Sam Elliott
Duma,Hope Davis
I Come with the Rain,"Takuya Kimura,Shawn Yue"
Blue Crush,Mika Boorem
Loser,Jimmi Simpson
Elizabethtown,Bruce McGill
Dangerous Liaisons,"Swoosie Kurtz,Keanu Reeves"
Chicken Tikka Masala,Zohra Segal
The Omega Code,"Catherine Oxenberg,Michael Ironside"
27 Dresses,Katherine Heigl
Naturally Native,Pato Hoffmann
Dances with Wolves,Floyd 'Red Crow' Westerman
Resurrecting the Champ,Alan Alda
Money Train,Chris Cooper
Stealing Harvard,"Megan Mullally,Dennis Farina"
Elf,Mary Steenburgen
Homefront,Marcus Hester
The Virgin Suicides,"Kirsten Dunst,Josh Hartnett"
Little Big Top,Jacob Zachar
Meteor,Martin Landau
Urban Legends: Final Cut,Joey Lawrence
No Country for Old Men,Kelly Macdonald
Veronica Guerin,"Brenda Fricker,Don Wycherley"
Alex Cross,Carmen Ejogo
The Boondock Saints,Billy Connolly
In the Cut,Dominick Aries
Crocodile Dundee,Ritchie Singer
The Woman in Black,Daniel Radcliffe
Arthur Christmas,Imelda Staunton
Veer-Zaara,Divya Dutta
Van Wilder,Teck Holmes
Payback,Bill Duke
Me You and Five Bucks,Michelle Gracie
White Noise,Sarah Strange
Wanted,Thomas Kretschmann
Hart's War,Marcel Iures
Three Kings,Cliff Curtis
Hauru no ugoku shiro,"Takuya Kimura,Akihiro Miwa"
Modern Times,Chester Conklin
Kurtlar Vadisi: Irak,Ghassan Massoud
The Black Stallion,Hoyt Axton
Licence to Kill,Anthony Zerbe
Mean Machine,Vas Blackwood
The Gambler,"Jessica Lange,Omar Leyva"
The Fisher King,Ted Ross
Jackass: The Movie,Ryan Dunn
Shall We Dance,Stanley Tucci
Bottle Shock,Dennis Farina
Olympus Has Fallen,Rick Yune
Lucky Numbers,Michael Rapaport
Hannah Montana: The Movie,Mitchel Musso
Far from Heaven,Viola Davis
Eagle Eye,Anthony Mackie
Caravans,Joseph Cotten
Mumford,Mary McDonnell
Firewall,Gail Ann Lewis
My Big Fat Greek Wedding,John Kalangis
Chi bi,Wei Zhao
The Equalizer,"David Harbour,Haley Bennett"
"Hail, Caesar!",Scarlett Johansson
The Exorcist,Jack MacGowran
Jarhead,Ming Lo
After the Sunset,Naomie Harris
Gran Torino,Brian Haley
Black Hawk Down,William Fichtner
Underworld,Bill Nighy
Gracie,Vasilios Mantagas
Quantum of Solace,Giancarlo Giannini
Babel,Harriet Walter
Deuce Bigalow: Male Gigolo,Oded Fehr
The Prophecy,Viggo Mortensen
True Grit,Barry Pepper
Splash,Dody Goodman
Twins,Bonnie Bartlett
Sinbad: Legend of the Seven Seas,Dennis Haysbert
City Hall,Martin Landau
Just Looking,Deirdre O'Connell
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Kenn Scott
Jurassic Park III,"Alessandro Nivola,Trevor Morgan"
Black Snake Moan,John Cothran
Notting Hill,James Dreyfus
Miami Vice,"Li Gong,Naomie Harris"
May,Nichole Hiltz
Max,Robbie Amell
Eulogy,Famke Janssen
Skin Trade,Celina Jade
Scott Pilgrim vs. the World,Ellen Wong
The Shaggy Dog,Danny Glover
The Stewardesses,Paula Erikson
From Paris with Love,Bing Yin
King's Ransom,Regina Hall
Ed and His Dead Mother,Ned Beatty
Election,Mark Harelik
Pitch Perfect,Anna Camp
Knowing,D.G. Maloney
Savage Grace,Minnie Marx
Sukkar banat,"Joanna Moukarzel,Adel Karam"
Furious Seven,Jordana Brewster
Minority Report,Patrick Kilpatrick
Think Like a Man,Kevin Hart
Quarantine,Columbus Short
Lage Raho Munna Bhai,Dia Mirza
Central Intelligence,Jason Bateman
White Oleander,Solomon Burke Jr.
Star Trek III: The Search for Spock,Walter Koenig
Dead Man Down,Isabelle Huppert
Keeping the Faith,Eli Wallach
Whiteout,Alex O'Loughlin
Becoming Jane,Maggie Smith
Disturbia,"David Morse,Aaron Yoo"
The Italian Job,Seth Green
Before I Go to Sleep,Anne-Marie Duff
Armageddon,Will Patton
The Wolfman,Mario Marin-Borquez
Interview with the Assassin,Dennis Lau
Chain Reaction,Kevin Dunn
Escobar: Paradise Lost,Claudia Traisac
Bucky Larson: Born to Be a Star,Ido Mosseri
Cry Freedom,Evelyn Sithole
The Opposite Sex,Ann Miller
Harry Brown,Iain Glen
Sahara,"William H. Macy,Rainn Wilson"
Buried,"Stephen Tobolowsky,Samantha Mathis"
El orfanato,Montserrat Carulla
Love Jones,Bill Bellamy
12 Rounds,Brian White
The R.M.,Tracy Ann Evans
Agora,Michael Lonsdale
Blow Out,Peter Boyden
Starship Troopers,Neil Patrick Harris
Crimson Tide,Viggo Mortensen
Peeples,Tyler James Williams
Harper,Janet Leigh
Jason Goes to Hell: The Final Friday,Steven Culp
The World's End,Luke Bromley
Go for It!,Louie Alegria
The Best Exotic Marigold Hotel,James Rawlings
Doubt,Alice Drummond
"The Book of Mormon Movie, Volume 1: The Journey",Ron Frederickson
Paranormal Activity: The Marked Ones,Noemi Gonzalez
What's Your Number?,Ed Begley Jr.
The Monuments Men,John Goodman
Lara Croft: Tomb Raider,Daniel Craig
Space Chimps,Kristin Chenoweth
My Fellow Americans,Wilford Brimley
I Don't Know How She Does It,Kelsey Grammer
A Haunted House 2,Missi Pyle
Machine Gun Preacher,Ryann Campos
Romeo Must Die,Delroy Lindo
Kindergarten Cop,Richard Tyson
The Adventures of Tintin,Simon Pegg
Plastic,Emma Rigby
Larry the Cable Guy: Health Inspector,Tony Hale
Hereafter,"Lisa Griffiths,Jessica Griffiths"
Fair Game,Stephanie Chai
Celebrity,Melanie Griffith
An Education,William Melling
The Lucky One,Jay R. Ferguson
Topaz,Michel Piccoli
The Bodyguard,Ralph Waite
The Boy Next Door,Kristin Chenoweth
Taxi to the Dark Side,Willie Brand
Night at the Museum: Secret of the Tomb - Fight at the Museum,Shawn Levy
Modern Problems,Nell Carter
12 Years a Slave,Ashley Dyke
City of Ember,Tim Robbins
Osmosis Jones,William Shatner
Maurice,Simon Callow
The Sixth Sense,Trevor Morgan
Shadowlands,Tim McMullan
Zookeeper,Donnie Wahlberg
My Life Without Me,Debbie Harry
Ocean's Eleven,Lori Galinski
Wall Street: Money Never Sleeps,Shia LaBeouf
Kick-Ass 2,"Claudia Lee,Amy Anzel"
Angels & Demons,"Ayelet Zurer,Pierfrancesco Favino"
Confessions of a Teenage Drama Queen,Eli Marienthal
The Heart of Me,Luke Newberry
Double Jeopardy,Bruce Greenwood
Taxman,Robert Townsend
Nowhere to Run,Tiffany Taubman
Rain Man,Jack Murdock
Jeepers Creepers II,Nicki Aycox
The Good German,Tony Curran
Doomsday,Vernon Willemse
Cheap Thrills,Amanda Fuller
Alpha and Omega,Larry Miller
The Greatest Story Ever Told,Victor Buono
Zoolander,Milla Jovovich
The Boondock Saints II: All Saints Day,Julie Benz
Total Recall,"Ronny Cox,Michael Ironside"
Ant-Man,Bobby Cannavale
White Chicks,Lochlyn Munro
A Walk on the Moon,Liev Schreiber
Lost Souls,John Hurt
Zulu,Michael Caine
The Hunted,John Finn
Hansel & Gretel: Witch Hunters,"Pihla Viitala,Derek Mears"
Baby Geniuses,Dom DeLuise
Ace Ventura: When Nature Calls,Bob Gunton
1408,Eric Meyers
First Knight,Liam Cunningham
Shanghai Surprise,Philip Sayer
Here Comes the Boom,Joe Rogan
Donnie Darko,Mary McDonnell
Blue Valentine,Mike Vogel
Rapa Nui,Emilio Tuki Hito
Chicken Run,Jane Horrocks
The Constant Gardener,"Danny Huston,Daniele Harford"
EuroTrip,Nial Iskhakov
The Life Before Her Eyes,Brett Cullen
Beautiful Creatures,Emmy Rossum
Piranha 3D,Eli Roth
A Scanner Darkly,Sean Allen
The Express,Nelsan Ellis
National Treasure,Jon Voight
Decoys,Meghan Ory
Tangled,M.C. Gainey
Vera Drake,Alex Kelly
Switchback,Walton Goggins
We Were Soldiers,Chris Klein
Summer Catch,Brian Dennehy
Facing the Giants,Tracy Goode
The Missing Person,John Ventimiglia
R.I.P.D.,Stephanie Szostak
The Statement,Charlotte Rampling
A Man Apart,Jacqueline Obradors
Changeling,Jan Devereaux
Stake Land,James Godwin
Alien,John Hurt
The Incredibles,Dominique Louis
Ishtar,Jack Weston
By the Sea,"Melvil Poupaud,Niels Arestrup"
Kung Pow: Enter the Fist,Lin Yan
The Exorcism of Emily Rose,Colm Feore
Fat Albert,Aaron Frazier
La Bamba,"Rosanna DeSoto,Danielle von Zerneck"
La grande bellezza,Iaia Forte
Magnolia,Rod McLachlan
The Oxford Murders,Jim Carter
Captain Phillips,Faysal Ahmed
Against the Ropes,Tim Daly
Rudderless,David Adam Flannery
The Client,J.T. Walsh
Never Let Me Go,Ella Purnell
Flash of Genius,Bill Lake
The Oogieloves in the Big Balloon Adventure,Garrett Clayton
Winter's Bone,Shelley Waggener
Absentia,Morgan Peter Brown
Amores perros,"Goya Toledo,Vanessa Bauche"
Hud,Whit Bissell
Dragonfly,Kathy Bates
Fighting Tommy Riley,Paul Raci
Event Horizon,Richard T. Jones
Dreamcatcher,Timothy Olyphant
Gods of Egypt,Paula Arundell
Good Ol' Boy,Roni Akurati
The Running Man,Jesse Ventura
The Shining,Barry Nelson
Terminator 3: Rise of the Machines,David Andrews
Driven,Til Schweiger
"Monsters, Inc.",James Coburn
Religulous,Francis Collins
The Big Tease,Mary McCormack
The Call,David Otunga
American Sniper,Elise Robertson
Short Cut to Nirvana: Kumbh Mela,Yog Mata
Fifty Shades of Black,Affion Crockett
You Don't Mess with the Zohan,Lainie Kazan
Black Nativity,Jacob Latimore
The Descent,MyAnna Buring
Punch-Drunk Love,"Don McManus,Emily Watson"
Blade II,Norman Reedus
Austin Powers: International Man of Mystery,Robert Wagner
The Gallows,Travis Cluff
Freeze Frame,Rachael Stirling
Strangerland,Meyne Wyatt
The Conversation,Cindy Williams
Doogal,William H. Macy
Into the Woods,Christine Baranski
Children of Men,Rob Curling
Seventh Son,Antje Traue
Intolerable Cruelty,Edward Herrmann
Diary of the Dead,Joe Dinicol
Alvin and the Chipmunks: Chipwrecked,Matthew Gray Gubler
The Neon Demon,Abbey Lee
X-Men Origins: Wolverine,Lynn Collins
Bridge of Spies,Brian Hutchison
The Object of My Affection,Natalie B. Kikkenborg
Woman in Gold,"Katie Holmes,Tatiana Maslany"
Crocodile Dundee in Los Angeles,Alec Wilson
The Lost City,William Marquez
Black Mass,Kevin Bacon
The Core,Tom Scholte
Trucker,Jimmy Bennett
Stomp the Yard,Brian White
The Living Wake,Caleb Wentworth
Extract,J.K. Simmons
Hellboy II: The Golden Army,James Dodd
Divine Secrets of the Ya-Ya Sisterhood,Cherry Jones
Flirting with Disaster,"Mary Tyler Moore,George Segal"
The Howling,Belinda Balaski
Red River,Coleen Gray
My Week with Marilyn,Pip Torrens
The Bounty Hunter,Jason Kolotouros
The Young Victoria,Jim Broadbent
What Happens in Vegas,Jason Sudeikis
The Glimmer Man,John M. Jackson
Madagascar 3: Europe's Most Wanted,Sacha Baron Cohen
Octopussy,Kabir Bedi
Action Jackson,Thomas F. Wilson
Trade,"Alicja Bachleda,Paulina Gaitan"
Riddick,"Katee Sackhoff,Dave Bautista"
Pride and Prejudice and Zombies,Millie Brady
The Sum of All Fears,Bruce McGill
The Egyptian,Bella Darvi
Molly,D.W. Moffett
Que Horas Ela Volta?,"Michel Joelsas,Karine Teles"
Woman on Top,John de Lancie
Romeo Is Bleeding,Will Patton
Die Welle,"Jennifer Ulrich,Christiane Paul"
Horrible Bosses,Lindsay Sloane
Hard Rain,Edward Asner
Ghost,Stanley Lawrence
Spring Breakers,Rachel Korine
You Can Count on Me,Jon Tenney
The Postman Always Rings Twice,John P. Ryan
The Robe,Jay Robinson
Trainwreck,Josh Segarra
Home for the Holidays,Dylan McDermott
RED 2,Anthony Hopkins
Role Models,Elizabeth Banks
The SpongeBob Movie: Sponge Out of Water,Rob Paulsen
The Pianist,Maureen Lipman
Bats,Carlos Jacott
The Last Dragon,Faith Prince
The BFG,Rebecca Hall
The One,James Morrison
Bad Santa,Lauren Tom
The Thirteenth Floor,Dennis Haysbert
Catch a Fire,Tumisho Masha
Back to the Future Part III,Lea Thompson
The Green Hornet,Christoph Waltz
Richard III,Nigel Hawthorne
Nightcrawler,"Bill Paxton,James Huang"
Hostel,"Eythor Gudjonsson,Barbara Nedeljakova"
Southland Tales,Joe Campana
Flushed Away,Bill Nighy
The Three Musketeers,Luke Evans
Jonah Hex,Will Arnett
Tremors,Reba McEntire
Love Actually,Sienna Guillory
Moonrise Kingdom,Tilda Swinton
Date Night,Jimmi Simpson
A Walk to Remember,Lauren German
Showdown in Little Tokyo,Toshishiro Obata
Stand by Me,Kiefer Sutherland
Opal Dream,Robert Morgan
Lars and the Real Girl,Kelli Garner
Left Behind,"Nicky Whelan,Jordin Sparks"
Kill the Messenger,Hajji Golightly
Bathing Beauty,Jean Porter
